Similarity_Score,Text1,Text2,Group,Date1,Date2,Publisher1,Publisher2,ID1,ID2,proper_nouns1,proper_nouns2,keywords1,keywords2
0.68998826,Park Breda en terras in Gelderse Laren ontruimd; Aan het begin van de avond is park Valkenberg in Breda door de politie ontruimd . Volgens de politie was dat nodig omdat de coronaregels niet werden nageleefd. De ontruiming verliep niet vlekkeloos. Vier mensen werden aangehouden omdat ze spullen naar de politie gooiden. Eerder vandaag ging het Amsterdamse Vondelpark opnieuw dicht vanwege te grote drukte. Dat leidde voor zover bekend niet tot incidenten. Ook in Laren in Gelderland greep de politie in. Een restaurant in de Dorpsstraat had mensen opgeroepen langs te komen in het kader van een actie genaamd unlock de horeca. Daar werden kaarsjes aangestoken. Volgens Omroep Gelderland werd het te druk bij het terras en werd daarom besloten tot ontruiming. E n man werd aangehouden vanwege belediging.,"Vraag van de eigenaresse van een couscousbar aan PVV-lijsttrekker Wilders; Nadia wil van Wilders weten hoe zij het aan haar zoon moet uitleggen dat hij als tweederangsburger, geboren en getogen in Nederland, wordt weggezet. Wilders bestrijdt dat hij dat doet. Het gaat hem om de instroom van niet-westerse allochtonen, zegt hij. Nadia en Wilders komen in een heftige discussie terecht, over de islam en over de invloed van andere culturen. Wilders Nederlanders zijn vreemden in hun eigen land geworden. De invloed van de politieke islam is onwenselijk. Nadia Bent u ineens theoloog of zo? Ze nodigt hem uit voor couscous. Dat hoeft voor Wilders niet, maar hij wil wel met haar in gesprek.",medium,2021-02-27 21:15:58,2021-02-28 22:43:49,NOS liveblog,NOS liveblog,3287530,3287471,Park Breda,"Wilders, Nadia, Wilders, Wilders bestrijdt, Nadia, Nadia Bent","['nageleefd', 'vondelpark', 'amsterdamse', 'gelderland', 'kaarsjes']","['onwenselijk', 'couscousbar', 'couscous', 'nederlanders', 'theoloog']"
0.63686097,"Sportscholen demonstratief open: 'Bewegen is nu hard nodig'; Zaterdagochtend half negen , op het dak van Tino Hoogendijk Sport Fitness in Vlaardingen. Instructeur Marco Seij 51 zweept de boel nog eens extra op. Tikkie erbij, jongens, roept hij naar de twee sporters op hometrainers aan weerszijden van hem. De uit de kluiten gewassen mannen volgen zijn orders gedwee glimlachend op. Maar het is nog niet genoeg. Een paar tellen later Vier, drie, twee, n... J, goed zo jongens! Dit gaat goe-hoed! Over de aangrenzende, nagenoeg lege parkeerplaats galmt een housebeat. Op bescheiden volume, om de omwonenden op deze zaterdagochtend niet te storen. Na een minuut of twintig zit het pittige lesje op het dak er op en stappen de twee deelnemers hijgend van de fiets af. Er wordt gewisseld, op een manier die voldoet aan de RIVM-normen. Eerst de sporters die klaar zijn het dak af, dan de sporters die klaar staan het dak op. Nee, ideaal is het niet en een echte sportles eigenlijk ook niet. Niet eerder stonden ze hier op het dak. Hij heeft de hometrainers zelf met een kraan naar boven laten takelen.",GL: onderzoek naar zaak-Graus; De Tweede Kamer moet onderzoek doen naar beschuldigingen dat PVV-Kamerlid Dion Graus zijn ex-vrouw heeft aangezet tot seks met zijn beveiligers. Dat zegt fractieleider Jesse Klaver van GroenLinks. Graus is 13de op de PVV-kieslijst.,medium,2021-03-01 00:00:00,2021-03-01 00:00:00,Trouw,Algemeen Dagblad,3285332,3286168,"Tino Hoogendijk Sport, J","zaak-Graus, Tweede Kamer, Dion Graus, Jesse Klaver, GroenLinks","['instructeur', 'hometrainers', 'housebeat', 'zit', 'galmt']","['kieslijst', 'beschuldigingen', 'beveiligers', 'groenlinks', 'pvv']"
0.7806369,"Het geheim voor een mooi leven; Het geheim voor een mooi leven Frits de Lange De laatste fase van je leven kan nog wel dertig jaar duren. Foto Jos Schuurman Hummie van der Tonnekreek. Foto Matty van Wijnbergen Yoga is een van de populaire bezigheden waardoor ouderen zich vitaal blijven voelen. Foto 123RF Oude dag Hoogleraar ethiek Wijs worden, dat kunnen we allemaal Aan de vooravond van zijn pensioen zag Frits de Lange al op tegen de ouderdom. Niet aantrekkelijk het is of aftakelen en verlies, of krampachtig jong blijven. Hij cre erde een derde optie Wijs worden, dat is voor iedereen weggelegd. En hij past ervoor om opzij te gaan voor de jonkies. Marie-Thérèse Roosendaal Door de jaren heen schreef Frits de Lange veel over wat het betekent om oud te worden. Of te zijn. Nu, met zijn pensionering voor de deur, keek de hoogleraar ethiek aan de Protestantse Theologische Universiteit Groningen daar met nieuwe ogen naar. Hij bedacht dat het geheim van een mooie tweede levenshelft schuilt in wijsheid. Zoom uit! Kijk over je ego heen. Ik ben een prille 65-plusser, ik noem het zelf oudere-in-opleiding. Jong en vitaal Alleen maar na-sudderen.","Wekdienst 1/3: Verkiezingsprogramma's doorgerekend • Mbo-studenten naar school; Goedemorgen ! De verkiezingsprogramma's zijn doorgerekend, wat komt daar uit? En mbo-studenten en middelbare scholieren mogen vanaf vandaag weer naar school. Het weer vanochtend start de dag op veel plaatsen grijs met mist en lage bewolking. In de loop van de dag breekt de zon soms door, maar het noorden houdt lang last van hardnekkige wolkenvelden. De temperatuur ligt tussen 8 graden in het noorden en 12 graden in het zuidoosten. Daarbij staat een zwakke tot matige oostelijke wind. Later op de dag en in de nacht is het vooral in het noorden weer grijs. In het zuiden kunnen mistbanken ontstaan bij temperaturen rond het vriespunt. Ga je de weg op? Hier vind je het overzicht van de werkzaamheden. Check hier de dienstregeling voor het spoor. Wat kun je vandaag verwachten? Het Centraal Planbureau en Planbureau voor de Leefomgeving presenteren hun analyse en doorrekening van de verkiezingsprogramma's wat zijn de gevolgen voor de overheidsfinanci n en voor de klimaatdoelen? Alle mbo-studenten mogen vandaag weer n dag per week naar school voor lessen. Ook middelbare scholen gaan weer fysiek lesgeven. FvD-leider Baudet is de eerste.",high,2021-03-01 00:00:00,2021-03-01 07:00:58,De Telegraaf,NOS nieuws,3286379,6290568,"Frits de, Jos Schuurman, Frits de Lange, Marie-Thérèse Roosendaal, Frits de Lange, Jong","Planbureau, Baudet","['ethiek', 'tonnekreek', 'aftakelen', 'roosendaal', 'plusser']","['wolkenvelden', 'klimaatdoelen', 'vriespunt', 'verkiezingsprogramma', 'leefomgeving']"
0.59680325,"Dode en gewonde door zuurstofexplosie corona-afdeling Oekraïne; In een ziekenhuis in Tsjernivtsi, in het westen van Oekra ne, zijn op de corona-afdeling een dode en een gewonde gevallen door een explosie. Een zuurstofleiding ontplofte, waarna er brand ontstond. Twintig mensen konden op tijd worden ge vacueerd. Het is het tweede soortgelijke incident in korte tijd in Oekra ne. Begin deze maand overleden een dokter en drie pati nten in Zaporizja, in het zuidoosten van Oekra ne, nadat er brand was ontstaan op een IC door een zuurstoflek.","Moet er meer in de zorg geïnvesteerd worden?; Hoekstra CDA zegt dat er meer ge nvesteerd moet worden in de behandeling van kanker, obesitas en andere ziekten waar veel mensen aan lijden. Marijnissen van de SP vindt het schaamteloos dat de lijsttrekkers van de huidige regeringspartijen zeggen dat er meer geld in de zorg moet worden ge nvesteerd. Zij stemden steeds tegen, zegt zij. GroenLinks-lijsttrekker Klaver wil niet in harde woorden over dit onderwerp debatteren. We hebben elkaar juist nodig, zegt hij. De lijsttrekkers zijn het in ieder geval eens over de invloed die artsen moeten hebben bij dit vraagstuk.",medium,2021-02-27 22:39:37,2021-02-28 21:37:41,NOS liveblog,NOS liveblog,3287529,3287480,"Oekra, Twintig, Oekra","Hoekstra CDA, SP, juist","['tsjernivtsi', 'zaporizja', 'zuurstofexplosie', 'oekraïne', 'zuurstofleiding']","['obesitas', 'marijnissen', 'vraagstuk', 'debatteren', 'regeringspartijen']"
0.7710005,"Manifestatie FvD afgebroken, aanhangers bekeurd voor flyeren zonder afstand; In Nijmegen is een campagnebijeenkomst van Forum voor Democratie met Thierry Baudet eerder be indigd . Dat gebeurde op last van burgemeester Bruls, meldt Omroep Gelderland. Het was op de bijeenkomst te druk, ook omdat er tegendemonstranten op afkwamen. De gemeente kwam daarop met een noodbevel. De politie heeft ook een onbekend aantal mensen bekeurd omdat zij folders uitdeelden zonder daarbij 1,5 meter afstand te houden. Flyeren mag volgens de politie alleen als de folders niet van de ene hand in de andere worden gegeven. Twee mannen zijn opgepakt wegens opruiing.","'Opvallend en veelzeggend dat VVD en CDA hier niet staan'; Een aantal partijen heeft op een persconferentie gereageerd op de doorrekeningen van het CPB en de PBL. En op het feit dat CDA en VVD n et op de persconferentie waren. Vooral de progressieve partijen staan hier, zei GroenLinks-leider Klaver. Opvallend en veelzeggend dat VVD en CDA hier niet staan. Hun programma's zijn sociaal slecht en brengen economische rampspoed, stelt PvdA-Kamerlid Nijboer. Dus ik snap wel dat ze hier niet staan. D66 benadrukt dat blijkt dat Nederland sterker en groener uit de crisis komt, als hun partijprogramma wordt uitgevoerd. De crux is dus dat het wel kan, veel ambities hebben en de economie een steun in de rug geven, zei Kamerlid Van Weyenberg. D66 heeft de CO2-reductie op 60 procent staan in 2030. Dat is relatief ambitieus, maar GroenLinks gaat er nog overheen. Wij komen uit op 63 procent, zei Klaver. Dat is belangrijk, want de uitvoering blijft altijd achter, daarom heb je overshoot nodig.",high,2021-02-28 13:43:06,2021-03-01 13:15:24,NOS liveblog,NOS liveblog,3287500,3287398,"Forum voor Democratie, Thierry Baudet","CDA, CPB, PBL, CDA, CDA, Kamerlid Van Weyenberg, ambitieus, GroenLinks","['meldt', 'tegendemonstranten', 'opruiing', 'bekeurd', 'flyeren']","['rampspoed', 'doorrekeningen', 'reductie', 'overshoot', 'groener']"
0.70476866,"Een vraag van een slachtoffer van de toeslagenaffaire aan VVD-lijsttrekker en demissionair premier Rutte; Hoe wil Rutte het vertrouwen terugwinnen ? vraagt Kristie. U heeft mij in de steek gelaten. Rutte zegt begrip te hebben voor de situatie waar de ouders in terechtgekomen zijn. Hij noemt het een schandvlek en een debacle. Maar hij vraagt toch om vertrouwen dat hij de problemen gaat oplossen. Jullie zijn geen fraudeurs, dat wil ik hier gezegd hebben, zegt Rutte. Kristie zegt dat zij geen goede rechtshulp heeft gekregen omdat daarop is bezuinigd door het kabinet. Rutte zegt dat die zaken geen verband houden. De ouders is onrecht aangedaan, zegt hij. Jullie krijgen alle advocatenhulp die er nodig is, is zijn toezegging.","Lezersbrieven; EEN JAAR CORONA | Ik hoop dat we het nu niet langer afdoen als griep Een jaar verder... AD 28-2. Terwijl de tranen lopen lees ik dit mooi geschreven, aangrijpende artikel en wens de familie veel sterkte. Ik hoop dat de heren Baudet, Engel en volgelingen, mijns inziens meelopers zonder verstand, dit lezen en deze vreselijke ziekte niet langer afdoen als een griepje. Een belediging aan de nabestaanden. Ineke Pappers-Roodenrijs, Vlaardingen. EEN JAAR CORONA II | Ik denk aan de woorden van directeur Marcel Levi Wat een indrukwekkend overzicht over n jaar corona. En wat fijn om de mening van ethicus Theo Boer te lezen over de beeldvorming over ouderen. Hij zegt terecht Er is een merkwaardige focus dat als je een bepaalde leeftijd hebt, je er goed aan doet om eruit te stappen. Ik ben met hem eens dat het alarmerend is dat dit zo vaak geventileerd wordt en moet denken aan de woorden van de Nederlandse ziekenhuisdirecteur in Londen, Marcel Levi Een beschaafde samenleving kenmerkt zich door solidariteit. Diane Thomson, Strijensas.",high,2021-02-28 22:15:58,2021-03-01 00:00:00,NOS liveblog,Algemeen Dagblad,3287475,3286194,"Kristie, Jullie, Kristie, Jullie","Lezersbrieven, AD, Baudet, Ineke Pappers-Roodenrijs, Marcel Levi, Theo Boer, Marcel Levi, Thomson, Strijensas","['toeslagenaffaire', 'schandvlek', 'kristie', 'fraudeurs', 'rechtshulp']","['strijensas', 'roodenrijs', 'vlaardingen', 'thomson', 'lezersbrieven']"
0.77835894,"De uitzending van 28 februari: Leerachterstanden / Trump de 'onbetwiste leider' / Verkiezingsdebat; De worsteling met leerachterstanden Morgen gaan ook in het midden en het noorden van het land de basisscholen weer open. De scholen krijgen 180.000 euro van het kabinet, om de kinderen te helpen bij het inlopen van hun achterstand, na al die maanden thuisonderwijs. Nieuwsuur kijkt op twee zeer verschillende scholen hoe de leerlingen er voor staan. Trump nog steeds de onbetwiste leider Trump 2024-petjes, America First-mondkapjes en zelfs een gouden standbeeld van Donald Trump. Het is allemaal te zien bij de Conservatieve Politieke Actie Conferentie CPAC het jaarlijkse feestje voor conservatief Amerika. Het evenement in Florida ademt de idee n van voormalig president Donald Trump. We zijn aanwezig en spreken met enkele prominente Trump-aanhangers. Het tweede grote verkiezingsdebat De partijleiders van de VVD, PVV, CDA, D66, SP en GroenLinks staan vanavond tegenover elkaar in het RTL-verkiezingsdebat. Wordt het alle ballen op de tot dusver haast onoverwinnelijke Rutte? En hebben zijn tegenstanders daarbij ook een andere strategie voor ogen dan de afgelopen tijd? We schakelen met politiek duider Nynke de Zoeten.","Contact met de kiezer; Geen flyerende lijsttrekkers in windjacks op markten deze keer . Kandidaat-Kamerleden zoeken noodgedwongen hun contact met de kiezer online. Zoals ChristenUnie-lijsttrekker Gert-Jan Segers, hierboven afgebeeld terwijl hij vragen beantwoordt die kiezers hem op online platform Instagram stellen. Anders dan praten met de burgers zelf, praten de politici nu tegen camera's. Populair zijn ook livesessies op Facebook. Zo ging Mark Rutte dit weekend in gesprek met horeca-ondernemers en zond de VVD dat uit op Facebook. Naast de online campagne, werd er dit weekend ook ouderwets geflyerd. Maar aanbellen, dat deden de meeste campagnevoerende partijleden niet, uit angst voor verdere verspreiding van het coronavirus. Forum voor Democratie ging er als enige partij wel op uit om campagne te voeren. Met een vrijheidskaravaan deed de partij Nijmegen en Venlo aan voor een manifestatie. Toen er meer dan tweehonderd mensen langskwamen, moest burgemeester Hubert Bruls de bijeenkomst, die wel aangekondigd en aangevraagd was, voortijdig afbreken. Een bezoeker in Venlo twitterde dat met de komst van Baudet het centrale plein voor het eerst sinds carnaval vorig jaar weer vol stond.",high,2021-02-28 18:10:52,2021-03-01 00:00:00,Nieuwsuur,Trouw,3287527,3285326,"Trump, Verkiezingsdebat, Trump, Trump, America First-mondkapjes, Politieke Actie, CPAC, VVD, PVV, CDA, D66, SP, GroenLinks, Nynke de Zoeten","Gert-Jan Segers, Mark Rutte, Forum voor Democratie, Hubert Bruls, Baudet","['leerachterstanden', 'nynke', 'mondkapjes', '2024', 'verkiezingsdebat']","['livesessies', 'vrijheidskaravaan', 'flyerende', 'facebook', 'windjacks']"
0.6864576,"Stemwijzer; Stemwijzer Nog twee weken tot de verkiezingen en ik verheug me enorm op de komende tijd. Het lijkt me heerlijk om even in die bubbel te kruipen waar je niets anders hoort dan het kloppende hart van onze democratie, in plaats van het amechtig gehijg van een land dat na een jaar corona op apegapen ligt. Op televisie en in de weekeindebijlages van de kranten werd bijna gretig teruggeblikt op het jaar, vanaf het moment dat toenmalig minister van Volksgezondheid Bruno Bruins het briefje in zijn hand kreeg gedrukt waarmee voor ons de crisis begon, tot aan de eensluidende conclusie van iedereen die er verstand van heeft corona is een blijvertje. We zullen ermee moeten leren leven. Maar nu even niet. Doe mij voorlopig alleen verkiezingsnieuws. De komende twee weken gaat het om de poppetjes, want dat is onze verkiezingstraditie in campagnetijd zijn de poppetjes, vreemd genoeg, belangrijker dan de inhoud. Het is eigenlijk bizar dat het vooral om de beeldvorming draait. Maar toch doe mij poppetjes in plaats van corona. oud-premier dat ooit letterlijk deed door van een skateboard te vallen. ik zweef.","Na de doorrekeningen is iedere partij klimaatkampioen; Een juichtweet van D66'er Tjeerd de Groot maandagochtend. D66 meest natuurvriendelijke verkiezingsprogramma pakt stikstofcrisis het beste aan!, aldus het Tweede Kamerlid dat najaar 2019 nog een boerenopstand had ontketend met zijn oproep de veestapel te halveren. Om in een volgende zin direct een snoeiharde recensie te geven van de prestaties van twee voormalige coalitiepartijen. CDA/ChristenUnie onvoldoende. Dat kon het CDA natuurlijk niet over zijn kant laten gaan. Een paar uur later twitterde CDA-Kamerlid Jaco Geurts 1 koe minder in Nederland is 4 koeien in Afrika erbij. Geurts haalde het Planbureau voor de Leefomgeving PBL aan, dat zou waarschuwen voor zogeheten weglekeffecten. Een krimp van de veestapel in Nederland zou elders leiden tot een groei van het aantal dieren. Daarom, zei Geurts, is het veel verstandiger om het stikstofprobleem op te lossen met technische innovaties. Selectief winkelen Maandag presenteerden het Centraal Planbureau CPB en het PBL doorrekeningen van de verkiezingsprogramma's. Het CPB keek naar macro-economische effecten van de plannen, het PBL naar gevolgen voor klimaat en natuur. Over de eigen plannen niets dan lof, terwijl van de electorale opponenten vooral de minpunten werden benoemd.",medium,2021-03-01 00:00:00,2021-03-01 00:00:00,De Telegraaf,Het Financieele Dagblad,3286375,3290580,"Stemwijzer, Stemwijzer","D66'er, CDA, Jaco Geurts, Planbureau voor de Leefomgeving PBL, Centraal Planbureau CPB, PBL, CPB, PBL","['weekeindebijlages', 'blijvertje', 'apegapen', 'verkiezingsnieuws', 'amechtig']","['doorrekeningen', 'geurts', 'leefomgeving', 'snoeiharde', 'innovaties']"
0.7576467,"'Draagvlak creëren voor wat je wilt bereiken'; Romke de Jong, D66, plaats 24, derde generatie ijsmaker in Gorredijk Foto Marijn Fidder voor het Financieele Dagblad Als ondernemer beslis je vandaag iets en morgen gebeurt het. Als politicus kun je jaren ergens mee bezig zijn voordat er iets gebeurt, en soms gebeurt er zelfs helemaal niets. Maar toch zijn de eigenschappen die je nodig hebt, niet echt anders. Je moet draagvlak cre ren voor wat je wilt bereiken. Dat doet een politicus, maar dat doet een ondernemer ook. Die neemt zijn medewerkers en zijn klanten mee met waar hij naartoe wil met zijn onderneming. De komende regeerperiode staan we echt op een splitsing voor waar we met de Nederlandse economie naartoe gaan. Ik wil dat we de keuze maken voor echt duurzaam ondernemen. We kunnen als Nederland vooroplopen met circulair, duurzaam en maatschappelijk verantwoord ondernemen en daar een unique sellingpoint van maken, ook voor onze export. Daar is een markt voor, omdat het tegenwoordig niet meer alleen om de laagste prijs draait. Onze ijsfabriek is de meest energiezuinige van Nederland. We zijn niet klimaatneutraal, maar klimaatnegatief.","CPB: partijen schuiven lasten door naar de toekomst; Doorrekening Zorg , onderwijs en de burger gaan er de komende jaren op vooruit . Dat blijkt uit doorrekening van tien verkiezingsprogramma s.,Hogere overheidsuitgaven in de komende kabinetsperiode, vooral in de zorg en het onderwijs, een lichte koopkrachtverbetering en doorschuiven van de financi le lasten naar toekomstige generaties. Dat zijn opvallende overeenkomsten in de doorrekening van de verkiezingsprogramma ’s door het Centraal Planbureau CPB, die maandagochtend is gepubliceerd. Het expansieve begrotingsbeleid extra investeringen om de economie aan te jagen leidt bij vrijwel alle partijen tot een verslechtering van de overheidsfinanci n in 2025. Dat uit zich met name in een hoger begrotingstekort. Van de 37 partijen die over twee weken meedoen met de Tweede Kamerverkiezingen, lieten er tien hun programma op macro-economische effecten doorrekenen. Van de huidige Tweede Kamerfracties hebben PVV, Partij voor de Dieren en Forum voor Democratie hun plannen niet bij het CPB laten toetsen. Ook het Planbureau voor de Leefomgeving PBL kwam maandag met een doorrekening van de verkiezingsprogramma ’s, op de effecten op milieu, en klimaat. Aan die toets deden maar zes partijen mee. Het CPB benadrukt dat de doorrekening van de individuele programma ’s vooral van relatieve waarde is.",high,2021-03-01 00:00:00,2021-03-01 00:00:00,Het Financieele Dagblad,NRC Handelsblad,3290643,3285625,"Romke de Jong, D66, Marijn Fidder voor het Financieele Dagblad","CPB, Doorrekening Zorg, Centraal Planbureau CPB, PVV, Partij voor de Dieren, Forum voor Democratie, CPB, Planbureau voor de Leefomgeving, PBL, CPB","['klimaatneutraal', 'klimaatnegatief', 'energiezuinige', 'sellingpoint', 'circulair']","['begrotingsbeleid', 'verslechtering', 'verkiezingsprogramma', 'kamerfracties', 'leefomgeving']"
0.80861723,"Eigenaar vraagt SP-leider om met zzp'ers te kunnen blijven werken; Een eigenaar die games ontwerpt wil graag met zzp'ers blijven werken en is bang dat de SP dit soort contracten helemaal wil verbannen. Marijnissen wil dat helemaal niet, zegt ze. Haar partij komt volgens haar vooral op voor werknemers die gedwongen worden om als zzp'er te werken, zoals koeriers van eten en pakketjes.","Kaag: vaccinatiebewijs of negatieve test moet weer toegang bieden tot 'het leven'; E r moet een vaccinatiebewijs komen om het maatschappelijk leven opnieuw op te starten, zegt D66-leider Sigrid Kaag. Ook gratis coronatests moeten toegang gaan bieden tot de horeca, winkels, stadions en onderwijslocaties. Ik zie al het voor me opa die net gevaccineerd is, eindelijk weer uit eten met kleindochter met negatieve test, zei Kaag zaterdagmiddag op het online verkiezingscongres van D66. Kaag is daarmee de eerste partijleider die onomwonden aanstuurt op de invoering van een vaccinatiebewijs. Zo'n bewijs is omstreden sommige partijen op het Binnenhof zien het als een instrument om Nederlanders indirect tot een vaccinatie te dwingen. Ook is nog onduidelijk of gevaccineerden andere mensen kunnen besmetten. Het taboe moet eraf, zei Kaag zaterdag. Volgens haar is een vaccinatiebewijs precies wat we nodig zullen hebben in het vervolg van de coronacrisis, op voorwaarde dat de maatregel tijdelijk is en de privacy van burgers wordt beschermd. Je kunt toch niet van gevaccineerde mensen verwachten dat ze wachten met leven totdat de laatste prik is gezet? Daarvoor is de stille crisis, met alle blijvende psychische schade door het isolement te groot.",high,2021-02-28 23:10:04,2021-03-01 00:00:00,NOS liveblog,De Volkskrant,3287468,3285227,"SP, Marijnissen","E r, Sigrid Kaag, stadions, D66, Kaag zaterdag","['marijnissen', 'zzp', 'ers', 'pakketjes', 'koeriers']","['gevaccineerd', 'gevaccineerden', 'gevaccineerde', 'vaccinatiebewijs', 'coronatests']"
0.81393814,"Naast groen en digitaal wil Brussel ook sociaal zijn; Sinds de Europese Commissie onder leiding van Ursula von der Leyen in december 2019 van start ging, horen we bijna wekelijks over groene plannen, digitale transformatie en de mate waarin de EU zichzelf kan bedruipen op het wereldtoneel, oftewel strategische autonomie. Het zijn de drie pijlers waar bijna alle initiatieven van Brussel bij onder te schuiven zijn. Volksgezondheid is er door de coronacrisis natuurlijk bijgekomen. En er is er nog eentje en die staat komende week centraal sociaal beleid. Woensdag presenteert Eurocommissaris Nicolas Schmit banen en sociale rechten een actieplan voor de implementatie van de Europese pijler voor sociale rechten die alweer uit 2017 dateert. Die pijler bevat twintig beginselen die lopen van toegang tot onderwijs naar toegang tot sociale woningen, gepaste opvang van daklozen en eerlijk loon. Het actieplan wordt door velen in Brussel gezien als een noodzaak. Er is groeiende ongelijkheid in de samenleving. Door de opmars van de platformwerkers is er steeds minder baanzekerheid en de kosten voor huisvesting rijzen de pan uit en worden voor steeds meer mensen ondraaglijk. Denk anders nog maar eens aan de afloop van het Britse brexitreferendum.","Forum voor Democratie Jacht  op extra stemmen; Waar andere partijen zich nauwelijks op straat wagen toert Forum voor Democratie stad en land af. Die optredens trekken niet alleen de aandacht van kiezers het Openbaar Ministerie kijkt inmiddels of Baudets campagneteam niet op grote schaal de coronaregels geschonden heeft. Zo werden bij een bezoek aan Urk volgens getuigen honderden handen geschud. En dan was er nog de volmacht-rel. In een live-uitzending riep Baudet donderdag zijn kijkers op zoveel mogelijk stemmen per volmacht te regelen. Om de besmettingskansen te verkleinen mogen kiezers dit jaar niet twee maar drie volmachtsstemmen uitbrengen. Een persoon kan vier keer stemmen eigenlijk, als je maar die volmachten kunt regelen, aldus Baudet, en dat was een enorme kans. Ho, zei het ministerie van Binnenlandse Zaken dat is niet de bedoeling en mag helemaal niet. Daar leek het campagneteam van Forum toen al achter gekomen de suggestie om stemmen te regelen was door de partij schielijk uit het filmpje van Baudet geknipt. Aan een ander standpunt houdt Baudet wel openlijk vast de grote kans op verkiezingsfraude. Door anderen, uiteraard.",high,2021-02-28 00:00:00,2021-03-01 00:00:00,Het Financieele Dagblad,NRC Handelsblad,3290688,3285636,"Europese Commissie, Ursula von der Leyen, Eurocommissaris Nicolas Schmit","Forum voor Democratie, Forum voor Democratie, Ministerie kijkt, Urk, Baudet, Baudet, Baudet, Baudet","['brexitreferendum', 'baanzekerheid', 'europese', 'wereldtoneel', 'brussel']","['besmettingskansen', 'volmachtsstemmen', 'schielijk', 'volmachten', 'baudets']"
0.63147986,"Ziekenhuisbezetting daalt met 55; De bezetting in de ziekenhuizen is de afgelopen dag afgenomen . Er lagen in totaal 1809 coronapati nten in het ziekenhuis, van wie 518 op de IC. Gisteren waren die aantallen 1864 en 525. In de afgelopen dag werden er ook 4993 nieuwe positieve coronagevallen gemeld bij het RIVM. Het gemiddeld aantal besmettingen per dag in de zeven voorgaande dagen stijgt daarmee van 4547 naar 4605.","Esther Ouwehand had niets met de plek waar ze opgroeide; De bouw is typisch eind jaren 70, toen in heel Nederland buiten de oude woonkernen nieuwe wijken verschenen nog ver voordat in 1991 het begrip Vinex zou ontstaan. Rijtjeswoningen op vaak doodlopende woonerven aan smalle, slingerende straten waar de auto's niet te hard kunnen rijden. Huizen in verschillende stijlen, per wijk veranderend. Groene parken en perken, met een beetje geluk wat water. Een school, een winkelcentrum. En dan de straatnamen. Esther Ouwehand kwam met haar broer, zus en ouders terecht in een buurt waar de straten Mars, Pallas, Uranus en Neptunus heten. In de volgende buurt luisteren ze naar de namen Pollux, Castor en Orion. Iets meer richting zee ligt een wijk waar de mensen wonen aan Weegschaal, Boogschutter en Waterman. En bij het sportpark heten ze Krab, Kreeft en Koraal. Welkom in Rijnsoever, ofwel Katwijk-Noord, de wijk die naast Katwijk aan Zee en Katwijk aan de Rijn in de Hoornespolder vanaf die jaren 70 de derde grote woonkern van het Zuid-Hollandse dorp zou worden. Behalve in Katwijk.",medium,2021-02-27 15:20:11,2021-03-01 00:00:00,NOS liveblog,Algemeen Dagblad,3287538,3286186,"IC, RIVM","Esther Ouwehand, Vinex, Esther Ouwehand, Uranus, Neptunus, Castor, Waterman","['4605', 'besmettingen', 'ziekenhuisbezetting', 'coronapati', '525']","['hoornespolder', 'neptunus', 'rijtjeswoningen', 'woonerven', 'woonkernen']"
