,Similarity_Score,Text1,Text2,Group,Date1,Date2,Publisher1,Publisher2,ID1,ID2,proper_nouns1,proper_nouns2,keywords1,keywords2,unit_id
150,0.8060802,"Van eerste besmetting tot avondklok: het coronajaar in foto&#39;s; De impact die het coronavirus heeft op de Nederlandse maatschappij is het afgelopen jaar uitgebreid in beeld gebracht. NU.nl maakte een chronologische selectie van opvallende en typerende beelden. Op 27 februari 2020 wordt de eerste offici le Nederlandse coronabesmetting vastgesteld. Het virus werd geconstateerd bij een 56-jarige man uit het Brabantse Loon op Zand. De dag erna wordt de pers te woord gestaan in het stadhuis van Tilburg. Op 9 maart 2020 kondigt premier Mark Rutte aan dat handen schudden tijdelijk tot het verleden behoort, iets wat hij zelf per ongeluk na de persconferentie doet. Daarna volgen de maatregelen om het coronavirus te bestrijden in een sneltreinvaart. Zo wordt thuiswerken de norm. Ondertussen wordt het beeld van ziekenhuismedewerkers in beschermende kleding steeds bekender. Omdat de druk op Brabantse ziekenhuizen te groot wordt, worden coronapati nten naar ziekenhuizen buiten de regio verplaatst. Vanwege de enorme druk waar ziekenhuispersoneel mee te maken krijgt, klapt Nederland voor de zorg. Op 18 maart wordt minister van Medische Zorg Bruno Bruins onwel in de Tweede Kamer. Ondertussen komen steden met steeds slimmere maatregelen om de coronaregels te stimuleren.","Niet een lijsttrekker, maar een kiezer brengt Mark Rutte bij RTL in het nauw; Eerste TV-Debat Het format van het verkiezingsdebat op RTL4 ontregelde premier Mark Rutte VVD, die normaliter sto cijns debatten voert.,Een tv-format kan een beslissende rol spelen in een lijsttrekkersdebat. Vooral demissionair premier Mark Rutte VVD zal die les geleerd hebben. De lijsttrekkers naast Rutte ook Geert Wilders PVV, Wopke Hoekstra CDA, Sigrid Kaag D66 , Lilian Marijnissen SP en Jesse Klaver GroenLinks moesten zondagavond in het RTL-debat niet alleen met elkaar in debat, maar ook met een kiezer. De lijsttrekkers kenden het onderwerp niet in het geval van Rutte was dat de Toeslagenaffaire. Ook wisten ze niet wie ze tegenover zich zouden krijgen. Rutte had tot dan toe een vrij eenvoudig debat. Hij kent zijn tegenstanders, debatteert zich behendig onder hun beschuldigingen uit, en gaat onbewogen door. Maar het gesprek met de kiezer had een totaal ander effect. Rutte werd tegenover Kristie Rongen geplaatst. Zij is gedupeerde in de Toeslagenaffaire, die had geleid tot de val van het derde kabinet-Rutte. Wij zaten als ratten in de val. U bent daar ook schuldig aan, zei ze. U niet.",high,2021-02-27 20:34:14,2021-03-01 00:00:00,NU.nl,NRC Handelsblad,3288518,3285627,"Mark Rutte, Tweede Kamer","Mark Rutte, RTL, Mark Rutte, Mark Rutte, Geert Wilders, PVV, Wopke Hoekstra, CDA, Sigrid, Lilian Marijnissen, SP, Jesse, GroenLinks, Kristie Rongen","['brabantse', 'sneltreinvaart', 'coronabesmetting', 'ziekenhuismedewerkers', 'coronapati']","['lijsttrekkersdebat', 'toeslagenaffaire', 'ontregelde', 'cijns', 'marijnissen']",3288518_3285627
157,0.78137803,"Ondernemers in de race voor de Tweede Kamer; Ze zijn zo ongeveer op de vingers van n hand te tellen, zelfstandige ondernemers die kans maken om in de Tweede Kamer te komen. Wat drijft hen om volksvertegenwoordiger te willen worden? Vier ondernemers vertellen. Je moet draagvlak cre ren voor wat je wilt bereiken Romke de Jong D66, plaats 24 Derde generatie ijsmaker in Gorredijk Als ondernemer beslis je vandaag iets en morgen gebeurt het. Als politicus kun je jaren ergens mee bezig zijn voordat er iets gebeurt, en soms gebeurt er zelfs helemaal niets. Maar toch zijn de eigenschappen die je nodig hebt, niet echt anders. Je moet draagvlak cre ren voor wat je wilt bereiken. Dat doet een politicus maar dat doet een ondernemer ook. Die neemt zijn medewerkers en zijn klanten mee met waar hij naartoe wil met zijn onderneming. De komende regeerperiode staan we echt op een splitsing voor waar we met de Nederlandse economie naartoe gaan. Ik wil dat we de keuze maken voor echt duurzaam ondernemen. We kunnen als Nederland vooroplopen met circulair, duurzaam en maatschappelijk verantwoord ondernemen en daar een unique sellingpoint van maken.","CPB-doorrekening: risico op maken van uitglijer groter dan stemmenwinst; Is de invloed van het CPB, een overheidsinstelling, op het politieke proces door de doorrekeningen niet te groot geworden? Jean Dohmen Amsterdam Vandaag zijn ze er weer de doorrekeningen van de partijprogramma's door het Centraal Planbureau. Extra stemmen leveren ze niet op, wel een betrouwbaar imago, zegt onderzoeker Wimar Bolhuis. Het is, naast de grote debatten, een van de spannende momenten in de verkiezingscampagne de doorrekening van de partijprogramma's door het Centraal Planbureau CPB. Dat geeft vandaag aan de hand van berekeningen antwoord op harde economische vragen als welke partijen cre ren banen, wie verhoogt de lasten, welk programma pakt het beste uit voor de koopkracht? Het Planbureau voor de Leefomgeving doet, zij het minder lang dan het CPB, een vergelijkbare exercitie, maar dan over de impact op onder meer het klimaat. Niet alle partijen laten hun plannen doorrekenen. Het CPB vertelt ook niet vooraf wie wel en niet meedoet. Deelname is vrijwillig, benadrukt Wimar Bolhuis, universitair docent in Leiden en auteur van een proefschrift over de doorrekeningen van partijprogramma's door het CPB. Dat klopt.",high,2021-03-01 00:00:00,2021-03-01 00:00:00,Het Financieele Dagblad,Het Financieele Dagblad,3290570,3290566,"Tweede Kamer, Tweede Kamer, Romke de Jong","Is de invloed, CPB, Jean Dohmen, Centraal Planbureau, Wimar Bolhuis, Centraal Planbureau CPB, CPB, CPB, Wimar Bolhuis, CPB","['sellingpoint', 'circulair', 'romke', 'ijsmaker', 'gorredijk']","['doorrekeningen', 'uitglijer', 'berekeningen', 'amsterdam', 'leefomgeving']",3290570_3290566
162,0.7612999,"Hoogste bestuursrechter liet forse steken vallen in affaire kinderopvangtoeslagen; De affaire rond de kinderopvangtoeslagen zal nog lang blijven nadreunen . Vorige week kwam de onderzoekscommissie onder leiding van Tweede Kamerlid Andr Bosman VVD tot de conclusie dat het tussen instanties aan vertrouwen ontbreekt. En na het eerdere parlementair onderzoek haalt de Tweede Kamer ook haar zwaarste middel, een echte parlementaire enqu te, uit de kast om in het schandaal de onderste steen boven te krijgen. Ondertussen wijst in Den Haag de ene overheidsinstantie naar de andere, om een schuldige van de ellende te benoemen. Zo ook de afdeling Bestuursrechtspraak van de Raad van State. Deze wijst, bij monde van voorzitter Bart Jan van Ettekoven, naar de wetgever, die hoofdverantwoordelijk zou zijn voor de affaire. In zijn kielzog stelt ook Herman Tjeenk Willink, voormalige vicepresident van de Raad van State, dat de Kamer als medewetgever zelf in de spiegel moet kijken. Zowel de Wet kinderopvang Wko als de Algemene wet inkomensafhankelijke regelingen Awir zouden zo dwingendrechtelijk zijn geformuleerd dat er voor de bestuursrechter geen ruimte was om te toetsen aan de beginselen van behoorlijk bestuur. Fundamentele uitgangspunten Zij behoren tot de fundamentele uitgangspunten van de rechtsstaat en gelden daarom onverkort.","Europese Volt rekent op een  zetel in Den Haag; Tweede Kamerverkiezingen Voor het eerst doet een Pan-Europese partij mee aan de Tweede Kamerverkiezingen. Die trekt, zegt ze zelf, niet alleen jongeren. , Grensoverschrijdende problemen kan je alleen met grensoverschrijdend bestuur oplossen en Volt denkt hier als enige partij serieus over na, aldus voormalig VVD-Kamerlid Arend Jan Boekestijn tegen zijn tienduizenden volgers op Twitter. En daarom zal hij op 17 maart op Volt stemmen. Sander Schimmelpenninck, oud-hoofdredacteur van zakenblad Quote, stemde bij de Europese verkiezingen van 2019 al op de partij en vindt dat de potentie van Volt nog steeds enorm wordt onderschat. Programmamaker Arjen Lubach weigert een stemadvies te geven, maar plaatste de partij wel in de schijnwerpers vanwege de standpunten over kernenergie Volt omarmt kernenergie. En schrijver Geert Mak noemt Volt een aantrekkelijke partij, omdat deze nog niet is besmet door het verleden. Aan aandacht geen gebrek voor Volt en dat werpt zijn vruchten af. Volgens de jongste peilingen stevent de Europese partij af op n zetel in de Tweede Kamer. Maar kritiekloos op de Europese Unie is Volt niet. Dat is nu voorbehouden aan de niet-direct gekozen Europese Commissie.",high,2021-02-28 00:00:00,2021-03-01 00:00:00,Het Financieele Dagblad,NRC Handelsblad,3290695,3285633,"Andr Bosman, VVD, Tweede Kamer, Raad van State, Bart Jan van Ettekoven, Herman Tjeenk Willink, Raad van State","Europese Volt, Volt, Jan Boekestijn, Sander Schimmelpenninck, Volt, Volt, Geert Mak, Tweede Kamer, Europese Commissie","['overheidsinstantie', 'kinderopvangtoeslagen', 'ettekoven', 'dwingendrechtelijk', 'tjeenk']","['grensoverschrijdende', 'schimmelpenninck', 'europese', 'grensoverschrijdend', 'kritiekloos']",3290695_3285633
173,0.76817024,"Misstanden in Qatar al jaren aan de gang; Misstanden in Qatar al jaren aan de gang Optreden tegen Greenpeace . foto anp/hh Vanaf 2016 wisten we al over de arbeidsomstandigheden in Qatar en nu, drie weken voor de verkiezingen, zijn er politici die wakker worden en ons gaan vertellen dat we de wereldkampioenschappen moeten boycotten. Hoe geloofwaardig zijn ze nog, terwijl iedere dag een groot vrachtvliegtuig uit Qatar over mijn huis vliegt? Frans Bohlander Voetbalwereld 6500 doden tijdens de bouw van voetbalstadions in Qatar, tot nu toe. En Nederland overweegt nog steeds om daar te gaan voetballen. Bespottelijk en onbestaanbaar. Ook Johan Derksen vindt dat Nederland moet afhaken. Ronald de Boer vindt dat weer overdreven en nuanceert dat door te zeggen Het zijn er iets minder. Ok, het waren er maar 5000. Ronduit schandalig. Rob de Jonge Westervoort Vergoeding Hugo de Jonge smeekt de horeca om geduld en de terrassen niet open te gooien. Tel. 27/2. Dat is makkelijk te regelen, als de horeca een eerlijke beloning krijgt ter compensatie, iets waar de horeca al tijden om smeekt! R. den Hartog, Utrecht Restaurant We worden overspoeld met berichten dat de terrassen hoe dan ook open moeten.","En toch is Rutte erbij in verkiezingsdebat van de nummers twee; aanloop 17 maart Niet de lijsttrekkers, maar de runners up van zes partijen kruisten zondagochtend de degens in het verkiezingsdebat van WNL op Zondag. De omroep die een vrolijk rechts geluid belooft, had zich voorgenomen er ook een vrolijk debat te maken, met ludieke introducties van de deelnemers CDA'er Pieter Omtzigt werd weer eens een pitbull genoemd en de kijker weet nu dat VVD-minister Tamara van Ark koekblikken spaart en een fragment van de Amerikaanse komiek Jerry Seinfeld, die grapte dat de nummers twee eigenlijk de eerste verliezers zijn. Desondanks werd het debat bij vlagen uiterst wrevelig. Deels kwam dit door diezelfde opzet van het programma, met zes partijen VVD, PVV, CDA, D66, PvdA en SP die om aandacht moesten vechten in een free for all. Voor veel meer dan een paar snedige oneliners was vaak geen tijd. Wacht effe, dit is geen spelshow, schoot Omtzigt uit zijn slof, nadat WNL-presentator Rick Nieman hem had gemaand niet te ver af te dwalen. Ik geloof dat het best lastig is, Renske, om mij uit te laten praten....",high,2021-03-01 00:00:00,2021-03-01 00:00:00,De Telegraaf,De Volkskrant,3286377,3285230,"Greenpeace, anp/hh, Qatar, Frans Bohlander, Johan Derksen, Ronald de Boer, Rob, Utrecht Restaurant","WNL, CDA'er Pieter Omtzigt, Tamara van Ark, Jerry Seinfeld, Desondanks, VVD, PVV, CDA, D66, PvdA, SP, Rick Nieman, Renske","['greenpeace', 'ronald', 'derksen', 'nuanceert', 'westervoort']","['oneliners', 'ludieke', 'omtzigt', 'pitbull', 'snedige']",3286377_3285230
176,0.6229467,Park Breda en terras in Gelderse Laren ontruimd; Aan het begin van de avond is park Valkenberg in Breda door de politie ontruimd . Volgens de politie was dat nodig omdat de coronaregels niet werden nageleefd. De ontruiming verliep niet vlekkeloos. Vier mensen werden aangehouden omdat ze spullen naar de politie gooiden. Eerder vandaag ging het Amsterdamse Vondelpark opnieuw dicht vanwege te grote drukte. Dat leidde voor zover bekend niet tot incidenten. Ook in Laren in Gelderland greep de politie in. Een restaurant in de Dorpsstraat had mensen opgeroepen langs te komen in het kader van een actie genaamd unlock de horeca. Daar werden kaarsjes aangestoken. Volgens Omroep Gelderland werd het te druk bij het terras en werd daarom besloten tot ontruiming. E n man werd aangehouden vanwege belediging.,"Excuses van de koning voor slavernij zijn onafwendbaar; Slavernijverleden Ruttes weigering om excuses te maken voor de slavernijgeschiedenis, is nu al onhoudbaar, betoogt Tineke Bennema. Weigeren is niet alleen ahistorisch, maar ook hovaardig.,De grote Perzische koningen uit de Oudheid lieten zichzelf graag in stenen reli fs afbeelden, zittend op een eenvoudige houten troon met een scepter in de hand. Maar die simpele stoel stond hoog boven op verschillende lagen van mensen die met geheven armen de vloer onder hem stutten. Als je door je oogharen kijkt, zouden zij boeken kunnen zijn in een boekenkast bestaand uit planken. Wie niet beter weet, denkt goh, sympathieke geste, erkenning van het werk van zijn burgers. Maar de koningen keken neer op hun onderdanen en hun bestuur was absoluut, en vaak wreed. Tineke Bennema is historicus. De Amerikaanse vicepresident Kamala Harris maakte gebruik van dezelfde metafoor van mensen die dragen, opofferen en samen meer kracht doorgeven. Nederig stelde ze in haar overwinningsspeech dat zij op de schouders stond van haar moeder, grootmoeder en al die vrouwen voor haar die ertoe bijdroegen dat zij als eerste zwarte Amerikaanse vrouw het vicepresidentschap kon bekleden.",medium,2021-02-27 21:15:58,2021-03-01 00:00:00,NOS liveblog,NRC Handelsblad,3287530,3285647,Park Breda,"Slavernijverleden Ruttes, Tineke Bennema","['nageleefd', 'vondelpark', 'amsterdamse', 'gelderland', 'kaarsjes']","['onafwendbaar', 'ruttes', 'opofferen', 'slavernijverleden', 'amerikaanse']",3287530_3285647
185,0.6895836,"kruiswoordtest 5898; Horizontaal 1deze Europeanen boeken massaal mediterrane vakanties na 17 mei, meldde Trouw vorige week 7 5hoeveel spelers blijven er over als een voetbalelftal waarvan de oudste drie 27 zijn, buiten gaat sporten? 4 10voor welk horlogemerk maakt Roger Federer voor miljoenen euro's per jaar reclame? 5 11zeerovers leiders van een partij die zeggen dat ze socialer zijn dan de SP en liberaler dan de VVD 7 12godin van de wraak of, figuurlijk, de wrekende gerechtigheid 7, anagram van nee, miss 14minister aan wie Nederland de Mammoetwet dankt 4 16verbeterde of geactualiseerde versie leenwoord uit het Engels, 6 18couplet, strofe achtregelig, met rijmschema abababcc 6, anagr. Ans zat 20..... et avoir, Franse film uit 2002 over een dorpsschooltje 4 21onderzoek van 't parlement, naar 't toeslagenschandaal bijvoorbeeld 7 24begraafplaats taalkundige die op YouTube zeventiende-eeuws Hollands laat horen 7 25taal van de band Altin G n die de oprichter ervan zelf niet verstaat 5 27leesteken dat in krantenkoppen meestal ontbreekt 4 28hoe oud worden Serena Williams en Roger Federer dit jaar? 7. Connie Breukhoven 5 23(1 prik tegen 4 ziekten afk. Oplossing 5897.","CPB-doorrekening: risico op maken van uitglijer groter dan stemmenwinst; Is de invloed van het CPB, een overheidsinstelling, op het politieke proces door de doorrekeningen niet te groot geworden? Jean Dohmen Amsterdam Vandaag zijn ze er weer de doorrekeningen van de partijprogramma's door het Centraal Planbureau. Extra stemmen leveren ze niet op, wel een betrouwbaar imago, zegt onderzoeker Wimar Bolhuis. Het is, naast de grote debatten, een van de spannende momenten in de verkiezingscampagne de doorrekening van de partijprogramma's door het Centraal Planbureau CPB. Dat geeft vandaag aan de hand van berekeningen antwoord op harde economische vragen als welke partijen cre ren banen, wie verhoogt de lasten, welk programma pakt het beste uit voor de koopkracht? Het Planbureau voor de Leefomgeving doet, zij het minder lang dan het CPB, een vergelijkbare exercitie, maar dan over de impact op onder meer het klimaat. Niet alle partijen laten hun plannen doorrekenen. Het CPB vertelt ook niet vooraf wie wel en niet meedoet. Deelname is vrijwillig, benadrukt Wimar Bolhuis, universitair docent in Leiden en auteur van een proefschrift over de doorrekeningen van partijprogramma's door het CPB. Dat klopt.",medium,2021-03-01 00:00:00,2021-03-01 00:00:00,Trouw,Het Financieele Dagblad,3285386,3290566,"Roger Federer voor miljoenen, SP, VVD, 18couplet, Altin G, Serena Williams, Roger Federer, Connie Breukhoven","Is de invloed, CPB, Jean Dohmen, Centraal Planbureau, Wimar Bolhuis, Centraal Planbureau CPB, CPB, CPB, Wimar Bolhuis, CPB","['europeanen', 'geactualiseerde', 'anagr', 'williams', '11zeerovers']","['doorrekeningen', 'uitglijer', 'berekeningen', 'amsterdam', 'leefomgeving']",3285386_3290566
190,0.7482597,"Politie beëindigt actie Museumplein; Een demonstratie tegen de coronamaatregelen, gisteren op het Museumplein in Amsterdam, is door de politie ontbonden. Volgens de gemeente is een noodbevel van kracht en is het niet toegestaan om nog op het Museumplein te zijn. Ook in Nijmegen is op last van burgemeester Bruls gisterochtend een verkiezingsbijeenkomst van Forum voor Democratie be indigd wegens het overtreden van de coronaregels. Een onbekend aantal mensen heeft een bekeuring gekregen omdat zij bij het uitdelen van folders de anderhalvemeterregel negeerden. Twee mannen zijn gearresteerd wegens opruiing. De bijeenkomst van FvD op het Kelfkensbos trok ook tegendemonstranten, waardoor het te druk werd. Bruls besloot daarop de straat te laten ontruimen.","Gods politiek; Stevo Akkerman Zonder enige waarschuwing vooraf plaatste politiek historicus Ewout Klei vorige week een verkiezingsaffiche uit 1952 op twitter. Kiezers, stond er in grote letters, een heilloze politiek voert ons zienderogen naar de ondergang! Een pakkende leuze, afkomstig van het Gereformeerd Politiek Verbond GPV, dat 48 jaar later zou opgaan in de ChristenUnie. Het GPV deed in 1952 voor het eerst mee lijst 12, voor handhaving van gezag en vrijheid beide, kandidaat A. Zijlstra. Het was die naam waardoor ik wakker schrok. In mijn boekenkast staat het boekje Albertus Zijlstra, leven en arbeid, een biografie, geschreven door S. Akkerman, mijn grootvader. En voltooid door dr. C. Smits, omdat mijn grootvader overleed voordat het manuscript gereed was. Ik heb het nooit durven lezen, bang voor een overdosis vrijgemaaktheid. Maar nu ik er toch in begon te bladeren, was ik snel verkocht. Oh, de onwrikbare geloofsartikelen van die tijd, waarvoor men bereid was te lijden en anderen te laten lijden. De eigen taal, mij tegelijkertijd zo vertrouwd en zo vreemd Andere tijden.",high,2021-03-01 00:00:00,2021-03-01 00:00:00,Het Financieele Dagblad,Trouw,3290632,3285316,"Forum voor Democratie, Kelfkensbos","Stevo Akkerman Zonder, ChristenUnie, GPV, Albertus Zijlstra, S. Akkerman, C. Smits","['opruiing', 'tegendemonstranten', 'anderhalvemeterregel', 'bekeuring', 'amsterdam']","['verkiezingsaffiche', 'albertus', 'heilloze', 'ewout', 'zijlstra']",3290632_3285316
210,0.66799676,"Deskundigen: overweeg één-prik-strategie; Prik niet twee keer, maar n keer. Die oproep doen verschillende deskundigen, omdat daarmee het vaccineren aanzienlijk versneld kan worden. Met n prik kan je nog flink ziek worden door corona, maar er niet meer aan doodgaan. Dat is bemoedigend, want zo kan je nadenken over het openen van de scholen, restaurants en winkels. Die nood daar is ook enorm, zegt vaccinoloog Gideon Kersten.","Kaag (D66) wil meer vrijheden toestaan met vaccinatiebewijs; Kaag deed haar uitspraken zaterdagmiddag op een D66-congres in Veldhoven.,, Laten we als Nederland een voorbeeld nemen aan Isra l, waar gevaccineerde mensen weer toegang krijgen tot het maatschappelijk leven, zei ze.,, En geef degene die het vaccin nog niet heeft gehad dezelfde vrijheid met een negatieve test in de achterzak. Kaag,, Er lijkt bijna een taboe te liggen op het woord vaccinatiebewijs. Maar toch is dat precies wat we nodig zullen hebben. Een moderne versie van, wie kent het niet, het gele boekje. Uiteraard met de garantie van tijdelijkheid, privacyvoorwaarden en het liefst op Europees niveau. Ook wil Kaag dat de overheid gratis snel- en zelftesten verstrekt. ,, We kunnen het leven veilig weer op gang brengen voor al die jongeren en volwassenen die nog niet aan de beurt zijn geweest. Met gratis snel- en zelftesten kunnen hogescholen, universiteiten, sportstadions, restaurants, caf s en winkels weer opengaan. Dit moet volgens Kaag gebeuren als het vaccinatietempo op orde is. De Europese Commissie komt in maart met voorstellen voor een vaccinatiecertificaat.",medium,2021-02-27 18:58:44,2021-03-01 00:00:00,NOS liveblog,Algemeen Dagblad,3287532,3286178,"Prik, Gideon Kersten","D66, Laten, Isra, Europese Commissie","['vaccineren', 'kersten', 'vaccinoloog', 'gideon', 'maar']","['gevaccineerde', 'vaccinatiebewijs', 'zelftesten', 'sportstadions', 'vaccinatiecertificaat']",3287532_3286178
235,0.7527554,"Stelling 3: Om de klimaatdoelen te halen moet Nederland nieuwe kerncentrales bouwen; Het gaat nu over het klimaat . Rutte zegt stellig We hebben echt kernenergie nodig. Want de wind waait niet altijd, de zon schijnt niet altijd en de VVD wil niet afhankelijk zijn van het gas van Poetin in Rusland. Rutte denkt aan een kerncentrale in Groningen.","Alle pijlen zijn gericht op Rutte in RTL-debat; Reportage verkiezingscampagne Alles op Rutte, dat is de stilzwijgende afspraak waaraan al diens opponenten zich in deze campagne tot dusver houden. Na het lijsttrekkersdebat van Radio 1 en het running mate-debat is ook het premiersdebat van RTL het eerste grote tv-debat van deze verkiezingen een meertrapsaanval op de minister-president, die graag aan zijn vierde termijn zou beginnen. De tactiek van de VVD tekent zich scherper af bouw zo min mogelijk profiel op, pareer aanvallen met verzoenende reacties en blijf dichtbij de kernboodschap gelieve de premier te koesteren die het land door de coronacrisis leidt. Een ruimte die hij pakt als het aan het eind van het debat over vaccinatiebewijzen gaat We moeten verstandig blijven. De politiek moet niet op de stoel van artsen en verpleegkundigen gaan zitten, zeggen Sigrid Kaag D66 en Jesse Klaver GroenLinks op de vraag of de gewone zorg weer voorrang moet krijgen. Zo nemen ze meteen afstand van VVD en CDA, die eerder voor code zwart waarschuwden, en daarmee voor triage. Rutte springt soepel bij hen achterop. Of je nog wel naar de icwilt, dat zijn heel tere afwegingen, zegt hij.",high,2021-02-28 22:22:56,2021-03-01 00:00:00,NOS liveblog,De Volkskrant,3287474,3285226,"VVD, Poetin","Radio 1, RTL, VVD, kernboodschap gelieve, Sigrid, D66, Jesse Klaver, GroenLinks, VVD, CDA","['klimaatdoelen', 'kerncentrales', 'rusland', 'waait', 'rutte']","['lijsttrekkersdebat', 'premiersdebat', 'pareer', 'icwilt', 'meertrapsaanval']",3287474_3285226
263,0.8161701,"Naast groen en digitaal nu ook sociaal; Deze week op de EU-agenda Mathijs Schiffers Sinds de Europese Commissie onder leiding van Ursula von der Leyen in december 2019 van start ging, horen we bijna wekelijks over groene plannen, digitale transformatie en de mate waarin de EU zich kan bedruipen op het wereldtoneel, oftewel strategische autonomie. Het zijn de drie pijlers waar bijna alle initiatieven van Brussel bij onder te schuiven zijn. Volksgezondheid is er door de coronacrisis natuurlijk bij gekomen. En er is er nog eentje en die staat komende week centraal sociaal beleid. Woensdag presenteert Eurocommissaris Nicolas Schmit banen en sociale rechten een actieplan voor de implementatie van de Europese pijler voor sociale rechten die alweer uit 2017 dateert. Die pijler bevat twintig beginselen die lopen van toegang tot onderwijs naar toegang tot sociale woningen, gepaste opvang van daklozen en eerlijk loon. Het actieplan wordt door velen in Brussel gezien als een noodzaak. Er is groeiende ongelijkheid in de samenleving. Door de opmars van de platformwerkers is er steeds minder baanzekerheid en de kosten voor huisvesting rijzen de pan uit en worden voor steeds meer mensen ondraaglijk. Denk anders nog maar eens aan de afloop van het Britse brexitreferendum.","In Haarlem Alle politici zijn standwerkers, maar Thierry Baudet houdt dus ineens van Nederlandstalige rap; VERSLAGGEVERSCOLUMN Thierry Baudet draagt een pet en houdt van Nederlandstalige rap sommige dingen veranderen sneller en onverwachter dan de winter in de lente. Zijn Latijn is ingeruild voor de taal van rapper Duncan, die in het voorprogramma staat van alweer een event ondanks de coronaregels houdt Forum voor Democratie tweemaal daags een verkiezingsoptreden bij u in de buurt, dat bij de betreffende autoriteiten is aangemeld als demonstratie. Duncan rapt Niemand trekt z'n bek open ik doe dit voor de mensen die opstaan en het durven te zeggen er is hier veel te veel mis maar niemand wilt 't beseffen. Thierry Baudet, de ooit over z'n vleugel gevouwen politicus die de prelude van Parsifal prefereerde en een afschuw had van het moderne, nodigde rapper Duncan uit in de Tweede Kamer en zo ontstond de single Vrijheid, doorregen met samples van Thierry Baudet en zijn nieuwe bestie, Wybren van Haga, ook geen man bij wie je een passie voor hiphop vermoedt. Ze zeggen nu dat ik een gekkie ben maar deze lockdown is niet praktisch en niet effici nt.",high,2021-03-01 00:00:00,2021-03-01 00:00:00,Het Financieele Dagblad,De Volkskrant,3290586,3285233,"Europese Commissie, Ursula von der Leyen, Eurocommissaris Nicolas Schmit","Baudet, VERSLAGGEVERSCOLUMN, Baudet, Forum voor Democratie, Baudet, Parsifal, Thierry Baudet, Wybren van Haga","['brexitreferendum', 'baanzekerheid', 'schiffers', 'europese', 'wereldtoneel']","['parsifal', 'lockdown', 'ingeruild', 'verslaggeverscolumn', 'thierry']",3290586_3285233
269,0.7027785,"Volgens helft FVD-kiezers is corona een complot; De helft van de Forum voor Democratie-kiezers denkt dat het coronavirus is ontwikkeld om burgers wereldwijd te onderdrukken. Dat blijkt uit onderzoek van Ipsos, in opdracht van Nieuwsuur. 51 procent denkt dat het coronavirus een biologisch wapen is dat in een laboratorium is ontwikkeld. De gemiddelde Nederlander en stemmers op andere partijen delen die opvattingen niet. Onder alle Nederlanders gelooft 11 procent dat het virus bewust is ontwikkeld en 13 procent dat het een biologisch wapen is.","Misstanden in Qatar al jaren aan de gang; Misstanden in Qatar al jaren aan de gang Optreden tegen Greenpeace . foto anp/hh Vanaf 2016 wisten we al over de arbeidsomstandigheden in Qatar en nu, drie weken voor de verkiezingen, zijn er politici die wakker worden en ons gaan vertellen dat we de wereldkampioenschappen moeten boycotten. Hoe geloofwaardig zijn ze nog, terwijl iedere dag een groot vrachtvliegtuig uit Qatar over mijn huis vliegt? Frans Bohlander Voetbalwereld 6500 doden tijdens de bouw van voetbalstadions in Qatar, tot nu toe. En Nederland overweegt nog steeds om daar te gaan voetballen. Bespottelijk en onbestaanbaar. Ook Johan Derksen vindt dat Nederland moet afhaken. Ronald de Boer vindt dat weer overdreven en nuanceert dat door te zeggen Het zijn er iets minder. Ok, het waren er maar 5000. Ronduit schandalig. Rob de Jonge Westervoort Vergoeding Hugo de Jonge smeekt de horeca om geduld en de terrassen niet open te gooien. Tel. 27/2. Dat is makkelijk te regelen, als de horeca een eerlijke beloning krijgt ter compensatie, iets waar de horeca al tijden om smeekt! R. den Hartog, Utrecht Restaurant We worden overspoeld met berichten dat de terrassen hoe dan ook open moeten.",high,2021-02-28 09:25:32,2021-03-01 00:00:00,NU.nl,De Telegraaf,3288497,3286377,"Forum voor Democratie-kiezers, Ipsos","Greenpeace, anp/hh, Qatar, Frans Bohlander, Johan Derksen, Ronald de Boer, Rob, Utrecht Restaurant","['ipsos', 'coronavirus', 'nieuwsuur', 'nederlanders', 'opvattingen']","['greenpeace', 'ronald', 'derksen', 'nuanceert', 'westervoort']",3288497_3286377
